SubID,StudyTrial,TestTrial,Run,Valence,SoundID,ObjID,SceneID,ColStudy,SceStudy,Ques1,Ques2,ColTest,SceneTest,ColReinstatement,SceneReinstatement,EmotionResponse,EmotionRT,EmotionCorrect,EmotionConfidence,ColResp,ColRT,SceneResp,SceneRT,ColError,SceError,ColAbsError,SceAbsError,onsetEncoding,onsetRemember,onsetEmotion,onsetColor,onsetScene,EmotionMemory,ColorCorrect,SceneCorrect,ColorQuality,SceneQuality,MemoryQuantity,MemoryQuality
2,23,1,1,Negative,1,50,4,234,339,1,2,291,111,57,132,3,1.076759102,0,0,198,4.818727642,336,5.970898356,-36,-3,36,3,161.0115025,188.5106693,192.5103858,195.5104055,202.5101783,0,1,1,0.294117647,0.909090909,2,1.203208556
2,14,2,1,Negative,2,138,2,30,177,2,1,297,183,93,6,-1,-1,0,-1,42,4.198220607,189,4.150064672,12,12,12,12,98.01351902,210.0099435,214.0098173,224.0094915,217.0097208,0,1,1,0.764705882,0.636363636,2,1.401069519
2,18,3,1,Negative,5,107,6,21,108,2,1,285,72,96,36,3,1.110289857,0,0,285,0.538673084,72,5.234473662,-96,-36,96,36,126.012629,231.5092554,235.5091284,245.5088058,238.5090302,0,0,0,0,0,0,0
2,20,4,1,Neutral,11,136,2,213,96,2,1,249,141,36,45,2,1.208257214,0,0,285,5.518980037,93,-1,72,-3,72,3,140.0121797,253.0085721,257.2584388,267.0081306,260.0083448,0,0,1,0,0.909090909,1,0.909090909
2,10,5,1,Negative,3,82,6,138,261,1,2,285,303,147,42,1,1.254396315,1,1,282,-1,276,5.964367427,144,15,144,15,70.01443333,274.5078891,278.5077717,281.5076615,288.5074391,1,0,1,0,0.545454545,2,1.545454545
2,4,6,1,Neutral,7,3,6,312,312,1,2,291,27,21,75,3,1.987761882,1,0,294,4.967654792,249,-1,-18,-63,18,63,28.01576648,296.0072006,300.0070784,303.006985,310.0067581,0.5,1,0,0.647058824,0,2,1.147058824
2,11,7,1,Negative,4,27,3,210,282,1,2,354,93,144,171,-1,-1,0,-1,240,-1,303,4.813190074,30,21,30,21,77.28084877,317.5065196,321.5063965,324.5062945,331.5060762,0,1,1,0.411764706,0.363636364,2,0.77540107
2,22,8,1,Negative,4,104,1,333,57,1,2,219,72,114,15,2,0.283949743,1,0,309,5.36842717,63,2.993688171,-24,6,24,6,154.6950358,339.0058373,343.0057117,346.0056214,353.0053932,0.5,1,1,0.529411765,0.818181818,3,1.847593583
2,9,9,1,Neutral,10,47,3,90,345,2,1,156,102,66,117,4,0.872341074,1,1,225,-1,93,5.909778428,135,108,135,108,63.01463625,360.5051666,364.5050318,374.5047126,367.504935,1,0,0,0,0,1,1
2,7,10,1,Negative,6,19,3,342,78,2,1,129,30,147,48,-1,-1,0,-1,345,4.7693768,84,3.415278356,3,6,3,6,50.19838065,382.0044754,386.0210163,396.0040279,389.0042547,0,1,1,0.941176471,0.818181818,2,1.759358289
2,13,11,1,Neutral,11,76,4,342,111,2,1,186,186,156,75,4,1.712613562,1,1,24,-1,72,-1,42,-39,42,39,91.01374178,403.5037945,407.5203408,417.5200154,410.5035741,1,1,0,0.176470588,0,2,1.176470588
2,17,12,1,Negative,6,39,1,150,261,2,1,3,189,147,72,1,0.373366258,1,1,273,1.961549198,270,3.921396269,123,9,123,9,119.3628348,425.0031248,429.019653,439.0193348,432.0195572,1,0,1,0,0.727272727,2,1.727272727
2,1,13,1,Neutral,12,37,1,279,162,1,2,150,321,129,159,-1,-1,0,-1,3,-1,27,5.661888508,84,-135,84,135,7.033101538,446.5024299,450.5189745,453.5188763,460.5186538,0,0,0,0,0,0,0
2,12,14,1,Neutral,12,115,3,282,183,1,2,24,219,102,36,2,1.09377536,0,0,213,3.914141278,87,5.290268518,-69,-96,69,96,84.89727218,468.0017551,472.0182952,475.0182032,482.017979,0,0,0,0,0,0,0
2,24,15,1,Negative,3,130,5,75,165,1,2,189,279,114,114,1,0.30798374,1,1,159,3.374573826,102,4.399684677,84,-63,84,63,168.0112784,489.5177371,493.5176772,496.5175222,503.517295,1,0,0,0,0,1,1
2,8,16,1,Neutral,10,21,1,66,345,2,1,105,276,39,69,2,0.27057376,0,0,231,5.579076492,300,-1,165,-45,165,45,56.29818759,511.0170593,515.0169374,525.0166168,518.0168365,0,0,0,0,0,0,0
2,5,17,1,Negative,5,61,5,174,99,2,1,237,120,63,21,1,0.267554669,1,1,147,2.951492744,90,1.512384435,-27,-9,27,9,35.01553688,532.5163814,536.516249,546.5159311,539.5161525,1,1,1,0.470588235,0.727272727,3,2.197860963
2,3,18,1,Neutral,9,33,6,243,60,2,1,228,165,15,105,4,0.311273842,1,1,228,0.355904252,69,-1,-15,9,15,9,21.01598993,554.0157001,558.0155848,568.0152522,561.0155338,1,1,1,0.705882353,0.727272727,3,2.43315508
2,6,19,1,Negative,2,31,4,108,210,2,1,219,237,111,27,1,0.30030752,1,1,132,3.760303442,192,1.728153518,24,-18,24,18,42.01531822,575.5150181,579.5148973,589.5145743,582.5148029,1,1,1,0.529411765,0.454545455,3,1.983957219
2,15,20,1,Neutral,8,74,4,279,291,1,2,336,42,57,111,3,0.280654509,1,0,282,4.061541943,288,3.540664254,3,-3,3,3,105.0132942,597.0142246,601.014214,604.0141195,611.0138971,0.5,1,1,0.941176471,0.909090909,3,2.35026738
2,2,21,1,Neutral,7,139,5,3,42,1,2,123,213,120,171,4,1.892216163,1,1,126,5.009926526,54,2.658084103,123,12,123,12,14.01621132,618.513661,622.5135399,625.5134345,632.5132217,1,0,1,0,0.636363636,2,1.636363636
2,21,22,1,Neutral,8,100,2,147,39,1,2,162,228,15,171,3,1.022852537,1,0,147,3.141303728,327,3.421453071,0,-72,0,72,147.0119504,640.012978,644.0128579,647.0127683,654.0125452,0.5,1,0,1,0,2,1.5
2,19,23,1,Negative,1,20,2,300,249,1,2,135,177,165,72,3,1.464937506,0,0,135,3.394711028,102,-1,-165,-147,165,147,133.0124014,661.5123002,665.6121725,668.5120784,675.5118594,0,0,0,0,0,0,0
2,16,24,1,Neutral,9,28,5,276,342,2,1,138,333,138,9,2,1.074292414,0,0,114,-1,138,4.527130866,-162,156,162,156,112.0130752,683.0116223,687.0114974,697.0111795,690.0113982,0,0,0,0,0,0,0
2,37,25,2,Neutral,11,73,1,108,237,1,2,45,99,63,138,3,0.481830005,1,0,90,2.62671915,267,2.359843135,-18,30,18,30,91.01391496,188.5108418,192.5105825,195.5106122,202.5103874,0.5,1,1,0.647058824,0.090909091,3,1.237967914
2,28,26,2,Negative,4,116,6,21,105,2,1,21,252,0,147,4,1.142674861,0,1,303,4.412173718,105,2.947051534,-78,0,78,0,28.76587996,210.0101523,214.0100291,224.0097071,217.0099336,0,0,1,0,1,1,1
2,30,27,2,Neutral,8,18,6,312,162,2,1,3,318,51,156,3,1.445768343,1,0,159,3.039626409,192,-1,-153,30,153,30,42.01546335,231.5095347,235.6260142,245.5090313,238.5092599,0.5,0,1,0,0.090909091,2,0.590909091
2,27,28,2,Negative,1,70,5,336,105,2,1,198,321,138,144,-1,-1,0,-1,321,2.223940203,102,2.628867041,-15,-3,15,3,21.01600692,253.0087962,257.0086741,267.0084096,260.0085807,0,1,1,0.705882353,0.909090909,2,1.614973262
2,26,29,2,Negative,2,24,3,303,339,1,2,75,219,132,120,2,0.603493735,1,0,300,5.408220805,360,3.313379302,-3,21,3,21,14.01634892,274.5081204,278.5079935,281.5078997,288.5076773,0.5,1,1,0.941176471,0.363636364,3,1.804812834
2,36,30,2,Negative,6,34,6,183,216,1,2,147,15,36,159,3,0.264297759,0,0,228,4.27759675,351,-1,45,135,45,135,84.01413088,296.0074374,300.0073153,303.0072523,310.0070001,0,1,0,0.117647059,0,1,0.117647059
2,41,31,2,Neutral,11,93,3,144,273,1,2,27,276,117,3,4,0.30832524,1,1,135,4.713025552,276,0.321188973,-9,3,9,3,119.0130246,317.5067602,321.5066381,324.5065416,331.5063198,1,1,1,0.823529412,0.909090909,3,2.732620321
2,38,32,2,Neutral,7,59,3,69,30,2,1,294,345,135,45,3,0.393336132,1,0,75,2.973582792,15,4.237419526,6,-15,6,15,98.01369391,339.0060885,343.0059585,353.005644,346.0058668,0.5,1,1,0.882352941,0.545454545,3,1.927807487
2,35,33,2,Neutral,9,110,4,327,39,1,2,177,177,150,138,3,1.941659395,1,0,93,3.962811858,204,3.57099102,126,165,126,165,77.01435604,360.5054072,364.5052789,367.5051817,374.5049614,0.5,0,0,0,0,1,0.5
2,29,34,2,Negative,6,126,1,330,345,1,2,42,207,72,138,1,0.329601232,1,1,309,3.182230336,345,1.686370081,-21,0,21,0,35.01569261,382.0047331,386.0046048,389.0045046,396.0042842,1,1,1,0.588235294,1,3,2.588235294
2,43,35,2,Negative,2,55,2,171,246,1,2,342,288,171,42,1,0.572925388,1,1,93,4.082618099,240,2.434758564,-78,-6,78,6,133.6625667,403.5040546,407.5205913,410.5038311,417.5036063,1,0,1,0,0.818181818,2,1.818181818
2,45,36,2,Neutral,10,2,6,75,324,1,2,249,96,174,132,4,0.377982324,1,1,72,2.854327467,309,3.430473733,-3,-15,3,15,147.0121531,425.0033712,429.0199302,432.0198313,439.019598,1,1,1,0.941176471,0.545454545,3,2.486631016
2,46,37,2,Negative,3,84,1,15,165,2,1,252,249,123,84,1,0.310367738,1,1,39,2.595895875,183,5.315729766,24,18,24,18,154.0119341,446.5026941,450.5192482,460.5189252,453.5191432,1,1,1,0.529411765,0.454545455,3,1.983957219
2,39,38,2,Neutral,9,35,2,42,303,1,2,42,219,0,84,4,0.419758575,1,1,42,4.055101351,300,4.087233138,0,-3,0,3,105.0134718,468.0020179,472.2018894,475.0184667,482.0182402,1,1,1,1,0.909090909,3,2.909090909
2,33,39,2,Negative,4,14,2,117,159,2,1,237,21,120,138,2,1.839687113,1,0,237,0.393612275,93,2.627525679,120,-66,120,66,63.69811515,489.5180058,493.5178857,503.5176328,496.5177892,0.5,0,0,0,0,1,0.5
2,48,40,2,Negative,3,13,4,267,354,2,1,195,168,72,174,1,1.155677863,1,1,288,1.92004772,348,2.759919169,21,-6,21,6,168.0114844,511.0173293,515.0172078,525.0168968,518.017113,1,1,1,0.588235294,0.818181818,3,2.406417112
2,40,41,2,Negative,5,105,5,93,216,1,2,351,345,102,129,1,0.415656128,1,1,111,2.229235163,117,2.252443127,18,-99,18,99,112.013247,532.5166528,536.5165381,539.5164978,546.5162175,1,1,0,0.647058824,0,2,1.647058824
2,44,42,2,Neutral,8,48,5,204,36,2,1,78,177,126,141,4,0.835657551,1,1,207,1.944836233,162,-1,3,126,3,126,140.0123703,554.0159783,558.0158507,568.01554,561.0157624,1,1,0,0.941176471,0,2,1.941176471
2,42,43,2,Negative,5,9,4,168,117,1,2,207,306,39,171,1,0.680227874,1,1,315,2.942114842,108,2.485194473,147,-9,147,9,126.0128152,575.5153658,579.5151766,582.5150763,589.5148601,1,0,1,0,0.727272727,2,1.727272727
2,31,44,2,Negative,1,109,3,12,225,2,1,111,348,99,123,3,1.1573662,0,0,264,1.913639293,99,5.799456508,-108,-126,108,126,49.01525154,597.0146216,601.014495,611.0141798,604.0144081,0,0,0,0,0,0,0
2,47,45,2,Neutral,7,51,1,192,84,2,1,39,303,153,141,-1,-1,0,-1,279,3.294986555,93,5.373850791,87,9,87,9,161.0117106,618.5139509,622.5138253,632.5135084,625.5137281,0,0,1,0,0.727272727,1,0.727272727
2,34,46,2,Neutral,10,32,5,24,318,1,2,78,282,54,36,3,1.189467876,1,0,24,3.690272693,165,2.786410733,0,-153,0,153,70.01458085,640.0132689,644.0132049,647.0130465,654.0128302,0.5,1,0,1,0,2,1.5
2,25,47,2,Neutral,12,40,4,123,189,2,1,168,339,45,150,2,1.393657443,0,0,168,0.303825517,189,3.526640859,45,0,45,0,7.016560048,661.5125873,665.5124662,675.5121442,668.51237,0,1,1,0.117647059,1,2,1.117647059
2,32,48,2,Neutral,12,75,2,276,357,2,1,273,339,3,18,2,1.646553862,0,0,57,2.755187787,102,5.564038862,141,105,141,105,56.01501851,683.0119104,687.0117862,697.011467,690.0116884,0,0,0,0,0,0,0
2,58,49,3,Neutral,9,30,3,75,51,2,1,222,183,147,132,4,0.339897248,1,1,60,4.209801149,87,2.88267675,-15,36,15,36,70.01435395,188.5106128,192.5103733,202.5101725,195.5103959,1,1,0,0.705882353,0,2,1.705882353
2,51,50,3,Negative,1,120,6,219,108,1,2,354,27,135,81,1,0.976478013,1,1,213,2.550063714,192,3.325147703,-6,84,6,84,21.01589857,210.0099452,214.0098114,217.0097167,224.0094956,1,1,0,0.882352941,0,2,1.882352941
2,50,51,3,Negative,3,5,3,306,117,1,2,111,219,165,102,4,1.635232011,0,1,276,2.537442932,165,3.361572535,-30,48,30,48,14.0161292,231.5093255,235.7591269,238.5090456,245.5088181,0,1,0,0.411764706,0,1,0.411764706
2,67,52,3,Neutral,8,10,5,183,24,1,2,132,177,51,153,4,1.561024219,1,1,225,2.02983378,21,3.158913215,42,-3,42,3,133.7790078,253.0085806,257.0084615,260.0083657,267.0081994,1,1,1,0.176470588,0.909090909,3,2.085561497
2,55,53,3,Neutral,7,112,1,351,60,1,2,336,9,15,51,1,1.638277451,0,1,318,2.242238507,84,2.154345055,-33,24,33,24,49.01501676,274.5079082,278.5077857,281.5076844,288.5074641,0,1,1,0.352941176,0.272727273,2,0.625668449
2,63,54,3,Neutral,10,22,2,174,102,2,1,48,342,126,120,2,1.378288236,0,0,177,3.7347084,99,2.206659213,3,-3,3,3,105.0132548,296.0072239,300.0071397,310.0067859,303.0070042,0,1,1,0.941176471,0.909090909,2,1.85026738
2,72,55,3,Negative,5,15,3,135,285,2,1,336,66,159,141,1,1.214133544,1,1,99,1.640146461,210,5.787920108,-36,-75,36,75,168.4112531,317.506547,321.5064238,331.506136,324.5063585,1,1,0,0.294117647,0,2,1.294117647
2,70,56,3,Negative,4,83,4,231,339,1,2,165,201,66,138,2,0.347499522,1,0,246,3.27939356,339,2.663535098,15,0,15,0,154.0117082,339.0058674,343.005747,346.0056549,353.0054291,0.5,1,1,0.705882353,1,3,2.205882353
2,68,57,3,Neutral,12,117,4,72,222,1,2,228,315,156,93,4,0.311341594,1,1,96,2.236760137,219,4.035886335,24,-3,24,3,140.0121499,360.5051903,364.5050736,367.5049949,374.5047543,1,1,1,0.529411765,0.909090909,3,2.438502674
2,52,58,3,Neutral,11,62,6,150,189,2,1,66,258,84,69,4,0.442756438,1,1,132,1.593362343,195,3.184212952,-18,6,18,6,28.01568504,382.0045158,386.0210642,396.004073,389.0042954,1,1,1,0.647058824,0.818181818,3,2.465240642
2,54,59,3,Negative,2,81,6,327,57,2,1,258,18,69,39,1,0.319903387,1,1,333,0.980080187,54,3.309556761,6,-3,6,3,42.01523747,403.503841,407.5203849,417.5200616,410.5036159,1,1,1,0.882352941,0.909090909,3,2.79144385
2,62,60,3,Neutral,11,23,5,21,270,2,1,72,48,51,138,2,0.372044058,0,0,147,1.752450997,165,3.881276874,126,-105,126,105,98.71344873,425.0031957,429.0197115,439.0194005,432.0196116,0,0,0,0,0,0,0
2,65,61,3,Neutral,9,17,1,300,195,2,1,186,273,114,78,4,0.464083757,1,1,303,1.781821015,177,5.868621531,3,-18,3,18,119.0128104,446.5024812,450.5190367,460.5187123,453.518932,1,1,1,0.941176471,0.454545455,3,2.395721925
2,49,62,3,Negative,2,65,5,228,159,2,1,312,198,84,39,1,0.324278897,1,1,216,2.93722674,156,4.86504331,-12,-3,12,3,7.016339983,468.0185392,472.0183613,482.0180338,475.0182531,1,1,1,0.764705882,0.909090909,3,2.673796791
2,71,63,3,Negative,4,16,5,306,315,1,2,210,51,96,96,2,1.417125809,1,0,162,2.374464669,114,0.611598027,-144,159,144,159,161.011481,489.517798,493.5176776,496.5175842,503.5174227,0.5,0,0,0,0,1,0.5
2,53,64,3,Negative,5,124,1,66,240,2,1,222,93,156,147,1,0.380846748,1,1,78,2.938011026,246,1.889863988,12,6,12,6,35.01545783,511.017126,515.0170018,525.0166873,518.0169084,1,1,1,0.764705882,0.818181818,3,2.582887701
2,66,65,3,Neutral,10,132,4,357,96,2,1,291,306,66,150,2,1.874955973,0,0,291,0.559389262,111,5.830227429,-66,15,66,15,126.0125859,532.5164433,536.5162032,546.5160053,539.5162291,0,0,1,0,0.545454545,1,0.545454545
2,57,66,3,Neutral,12,122,2,336,174,1,2,186,144,150,30,2,1.974336624,0,0,186,1.163659653,171,4.362780103,-150,-3,150,3,63.73123992,554.0157672,558.0156505,561.0155468,568.0153309,0,0,1,0,0.909090909,1,0.909090909
2,61,67,3,Neutral,7,97,3,195,180,1,2,312,312,117,132,3,0.923168783,1,0,297,3.591044045,72,1.719194792,102,-108,102,108,91.01369729,575.5150917,579.5149723,582.5148751,589.5146558,0.5,0,0,0,0,1,0.5
2,59,68,3,Negative,3,98,2,96,27,1,2,360,87,96,60,4,0.158533391,0,1,129,1.599495312,24,1.012601038,33,-3,33,3,77.01414795,597.0144162,601.0142882,604.0141904,611.0139799,0,1,1,0.352941176,0.909090909,2,1.262032086
2,64,69,3,Negative,6,96,2,237,309,2,1,60,141,177,168,1,1.091363303,1,1,234,2.1769234,303,2.224851782,-3,-6,3,6,112.0130317,618.5137401,622.5136131,632.5132921,625.513517,1,1,1,0.941176471,0.818181818,3,2.759358289
2,69,70,3,Negative,1,42,1,213,3,1,2,318,348,105,15,1,0.260361955,1,1,297,3.036208673,6,1.204374449,84,3,84,3,147.0119303,640.0131173,644.096265,647.0128357,654.0126194,1,0,1,0,0.909090909,2,1.909090909
2,60,71,3,Neutral,8,43,6,54,258,1,2,294,360,120,102,3,0.363586631,1,0,324,4.016644629,237,2.865705094,-90,-21,90,21,84.01392314,661.5123867,665.5122618,668.5121629,675.511998,0.5,0,1,0,0.363636364,2,0.863636364
2,56,72,3,Negative,6,52,4,153,147,2,1,360,114,153,33,3,0.208697605,0,0,114,2.822136139,171,2.813022061,-39,24,39,24,56.01479502,683.0117099,687.0115853,697.0112695,690.0114902,0,1,1,0.235294118,0.272727273,2,0.50802139
2,96,73,4,Negative,1,89,1,300,81,2,1,219,132,81,51,3,1.20139448,0,0,276,1.734124634,132,1.119010765,-24,51,24,51,168.0115012,188.5108541,192.510607,202.5104052,195.5106293,0,1,0,0.529411765,0,1,0.529411765
2,83,74,4,Neutral,9,101,1,6,342,1,2,225,93,141,111,4,0.934140238,1,1,321,2.586347223,18,2.171618731,-45,36,45,36,77.01436118,210.0101694,214.01005,217.0099504,224.0096162,1,1,0,0.117647059,0,2,1.117647059
2,89,75,4,Negative,2,129,6,159,105,1,2,351,213,168,108,1,0.426826049,1,1,171,5.030753571,105,2.238901869,12,0,12,0,119.0130434,231.5094957,235.5093694,238.5092719,245.5090515,1,1,1,0.764705882,1,3,2.764705882
2,82,76,4,Neutral,9,113,6,72,303,1,2,225,198,153,105,4,0.399066692,1,1,66,3.235085487,306,3.163307546,-6,3,6,3,70.01458668,253.0088199,257.0086956,260.008645,267.0083754,1,1,1,0.882352941,0.909090909,3,2.79144385
2,73,77,4,Negative,5,92,3,132,45,1,2,246,360,114,45,1,0.61928725,1,1,147,4.487592158,81,2.549670544,15,36,15,36,7.016574431,274.508143,278.5080157,281.5079168,288.5077016,1,1,0,0.705882353,0,2,1.705882353
2,88,78,4,Negative,6,60,5,87,174,1,2,171,264,84,90,3,0.391713836,0,0,165,3.11594103,150,3.268110376,78,-24,78,24,112.0132607,296.0074679,300.0073389,303.0072393,310.0070217,0,0,1,0,0.272727273,1,0.272727273
2,95,79,4,Neutral,11,49,4,96,321,1,2,69,252,27,69,3,0.427425213,1,0,81,2.261403222,18,-1,-15,57,15,57,161.5950277,317.5067811,321.5066607,324.5065638,331.5063394,0.5,1,0,0.705882353,0,2,1.205882353
2,93,80,4,Neutral,10,114,2,258,333,1,2,174,357,84,24,3,0.319691575,1,0,75,5.948735081,108,1.636943959,177,135,177,135,147.0121668,339.0061108,343.0059917,346.0058873,353.0056649,0.5,0,0,0,0,1,0.5
2,86,81,4,Neutral,10,6,3,195,132,1,2,171,69,24,63,3,0.328418643,1,0,153,3.353126058,255,3.969229181,-42,123,42,123,98.01371719,360.5054278,364.8052975,367.5052132,374.5049864,0.5,1,0,0.176470588,0,2,0.676470588
2,74,82,4,Neutral,11,41,5,150,114,1,2,219,246,69,132,4,0.305237711,1,1,108,5.214480861,144,5.302613842,-42,30,42,30,14.01641634,382.0047533,386.0046257,389.0045295,396.0043078,1,1,1,0.176470588,0.090909091,3,1.267379679
2,76,83,4,Negative,4,71,6,255,51,2,1,138,267,117,144,4,0.381403824,0,1,216,1.833352598,63,2.753210988,-39,12,39,12,28.0159171,403.5040765,407.5206276,417.5203025,410.5205253,0,1,1,0.235294118,0.636363636,2,0.871657754
2,87,84,4,Negative,1,46,3,318,327,2,1,33,174,75,153,-1,-1,0,-1,108,2.589768382,99,-1,150,132,150,132,105.0134972,425.0034017,429.0199408,439.019623,432.01991,0,0,0,0,0,0,0
2,94,85,4,Neutral,7,4,4,165,120,2,1,18,213,147,93,1,0.581067662,0,1,309,3.954128932,114,4.834011987,144,-6,144,6,154.0119484,446.5027187,450.5192637,460.5189509,453.5191658,0,0,1,0,0.818181818,1,0.818181818
2,92,86,4,Negative,2,94,1,192,255,1,2,261,225,69,30,1,0.306270766,1,1,216,2.53540762,255,1.103559777,24,0,24,0,140.0123851,468.018748,472.0185875,475.0185023,482.0182686,1,1,1,0.529411765,1,3,2.529411765
2,81,87,4,Neutral,8,29,3,261,216,2,1,198,99,63,117,4,0.341944503,1,1,237,2.579937428,210,4.290734915,-24,-6,24,6,63.01481424,489.5180345,493.5179127,503.5175917,496.5178498,1,1,1,0.529411765,0.818181818,3,2.347593583
2,77,88,4,Negative,5,45,2,342,159,1,2,282,90,60,69,2,0.322511173,1,0,342,4.415164067,309,4.489342431,0,150,0,150,35.01572205,511.0173515,515.0172513,518.0171442,525.0169132,0.5,1,0,1,0,2,1.5
2,79,89,4,Neutral,12,135,1,108,168,2,1,216,48,108,120,3,0.407562443,1,0,9,2.363727953,168,5.179573275,-99,0,99,0,49.01525942,532.5167373,536.5165518,546.516235,539.5164591,0.5,0,1,0,1,2,1.5
2,75,90,4,Negative,3,53,2,69,270,2,1,162,162,93,108,2,0.323498717,1,0,162,0.360129886,90,5.047967836,93,-180,93,180,21.01616449,554.016005,558.0158771,568.0155756,561.0157785,0.5,0,0,0,0,1,0.5
2,91,91,4,Neutral,7,91,5,273,66,2,1,258,6,15,60,1,0.415609933,0,1,258,0.356563299,78,1.853395699,-15,12,15,12,133.0126041,575.5153258,579.5152033,589.5148858,582.5151078,0,1,1,0.705882353,0.636363636,2,1.342245989
2,84,92,4,Neutral,8,36,2,198,222,2,1,183,207,15,15,2,1.048158774,0,0,267,2.297913599,93,3.27275758,69,-129,69,129,84.01416306,597.0146455,601.3311821,611.014214,604.0144358,0,0,0,0,0,0,0
2,90,93,4,Negative,4,80,5,204,315,2,1,204,306,0,9,1,0.808194526,1,1,204,0.3492977,324,2.349175198,0,9,0,9,126.0128265,618.5139766,622.5138506,632.5135304,625.5137572,1,1,1,1,0.727272727,3,2.727272727
2,85,94,4,Neutral,12,85,6,324,186,2,1,72,66,108,120,2,1.364710364,0,0,168,2.905951439,93,3.697530764,-156,-93,156,93,91.81389732,640.0132905,644.0131752,654.029521,647.0130766,0,0,0,0,0,0,0
2,78,95,4,Negative,6,11,4,333,258,1,2,285,186,48,72,3,1.433917133,0,0,285,1.470927784,111,3.318074754,-48,-147,48,147,42.01549381,661.5126215,665.5124976,668.5124542,675.5121736,0,1,0,0.058823529,0,1,0.058823529
2,80,96,4,Negative,3,25,4,279,24,2,1,336,252,57,132,1,0.269829167,1,1,273,2.522478871,21,3.091302736,-6,-3,6,3,56.01504897,683.0119395,687.0118177,697.0114964,690.0117216,1,1,1,0.882352941,0.909090909,3,2.79144385
2,106,97,5,Neutral,9,64,4,27,39,2,1,153,30,126,9,3,0.578658001,1,0,12,2.910948698,30,1.805823189,-15,-9,15,9,70.01440596,188.5106724,192.5106101,202.510233,195.5104664,0.5,1,1,0.705882353,0.727272727,3,1.93315508
2,111,98,5,Neutral,8,99,3,273,93,1,2,78,288,165,165,4,0.829184793,1,1,282,2.938215652,93,2.421341177,9,0,9,0,105.0133034,210.0099935,214.0098741,217.0097807,224.009551,1,1,1,0.823529412,1,3,2.823529412
2,104,99,5,Neutral,12,77,5,285,72,1,2,183,216,102,144,4,0.522232841,1,1,288,2.542615047,96,4.83166255,3,24,3,24,56.73149382,231.509317,235.5091948,238.5090949,245.5088811,1,1,1,0.941176471,0.272727273,3,2.213903743
2,113,100,5,Neutral,9,66,5,237,3,2,1,315,231,78,132,4,0.366430867,1,1,246,3.475112698,360,2.411953694,9,-3,9,3,119.0128672,253.0086446,257.0085218,267.0082008,260.0084701,1,1,1,0.823529412,0.909090909,3,2.732620321
2,120,101,5,Negative,1,133,6,267,351,1,2,18,129,111,138,3,0.34663448,0,0,273,2.679388496,312,5.573501284,6,-39,6,39,168.0113219,274.5079637,278.5078435,281.507745,288.5075205,0,1,0,0.882352941,0,1,0.882352941
2,115,102,5,Neutral,7,118,2,171,222,1,2,297,138,126,84,2,0.327117658,0,0,114,3.395780696,342,4.043900633,-57,120,57,120,133.0124264,296.0072896,300.0071647,303.0070634,310.0068423,0,0,0,0,0,0,0
2,108,103,5,Negative,4,137,1,72,339,1,2,78,153,6,174,1,0.347581988,1,1,96,2.121220591,333,3.976285363,24,-6,24,6,84.01396899,317.5066089,321.5064888,324.5063896,331.5061672,1,1,1,0.529411765,0.818181818,3,2.347593583
2,109,104,5,Negative,1,87,2,243,351,1,2,273,348,30,3,2,1.760419784,1,0,243,3.044565497,102,2.108656954,0,111,0,111,91.38040386,339.0059314,343.0058093,346.00571,353.0054941,0.5,1,0,1,0,2,1.5
2,118,105,5,Neutral,8,127,1,129,120,1,2,189,315,60,165,3,0.538015406,1,0,123,2.02594075,279,1.881072932,-6,159,6,159,154.0117602,360.5052895,364.5551385,367.5050332,374.5048118,0.5,1,0,0.882352941,0,2,1.382352941
2,107,106,5,Negative,6,57,3,3,147,2,1,357,282,6,135,1,0.368459677,1,1,357,0.272492388,87,3.950311524,-6,-60,6,60,77.01418525,382.0045873,386.0211244,396.0041493,389.0043557,1,1,0,0.882352941,0,2,1.882352941
2,119,107,5,Neutral,11,143,2,360,159,2,1,6,90,6,69,4,0.284042133,1,1,6,0.233876892,246,4.35303709,6,87,6,87,161.2115356,403.5039002,407.5204503,417.5034609,410.5203483,1,1,0,0.882352941,0,2,1.882352941
2,100,108,5,Neutral,10,141,6,108,285,2,1,30,186,78,99,3,0.028820228,1,0,162,3.182588603,276,3.62938853,54,-9,54,9,28.01573637,425.0032223,429.0196575,439.0194494,432.0197389,0.5,0,1,0,0.727272727,2,1.227272727
2,98,109,5,Neutral,11,58,3,201,204,2,1,276,177,75,27,4,0.565071574,1,1,234,2.319985854,207,2.825834809,33,3,33,3,14.01624759,446.5025459,450.5190915,460.5187688,453.5189977,1,1,1,0.352941176,0.909090909,3,2.262032086
2,105,110,5,Negative,3,67,5,144,126,1,2,60,36,84,90,3,0.362001976,0,0,111,2.375193522,153,2.727344253,-33,27,33,27,63.0146318,468.0018707,472.0184215,475.0183134,482.0181033,0,1,1,0.352941176,0.181818182,2,0.534759358
2,110,111,5,Negative,2,102,4,231,333,2,1,147,345,84,12,2,1.12658125,1,0,216,2.251742333,192,2.818551075,-15,-141,15,141,98.01352928,489.517863,493.5177368,503.5174288,496.5177056,0.5,1,0,0.705882353,0,2,1.205882353
